filename,noisetype,snr
p334_032,ssn,0
p334_033,station,15
p334_034,station,10
p334_035,station,5
p334_036,station,0
p334_037,traffic,15
p334_038,traffic,10
p334_039,traffic,5
p334_040,traffic,0
p334_041,babble,15
p334_042,babble,10
p334_043,babble,5
p334_044,babble,0
p334_045,cafeteria,15
p334_046,cafeteria,10
p334_047,cafeteria,5
p334_048,cafeteria,0
p334_049,car,15
p334_050,car,10
p334_051,car,5
p334_052,car,0
p334_053,kitchen,15
p334_054,kitchen,10
p334_055,kitchen,5
p334_056,kitchen,0
p334_057,meeting,15
p334_058,meeting,10
p334_059,meeting,5
p334_060,meeting,0
p334_061,metro,15
p334_062,metro,10
p334_063,metro,5
p334_064,metro,0
p334_065,restaurant,15
p334_066,restaurant,10
p334_067,restaurant,5
p334_068,restaurant,0
p334_069,ssn,15
p334_070,ssn,10
p334_071,ssn,5
p334_072,ssn,0
p334_073,station,15
p334_074,station,10
p334_075,station,5
p334_076,station,0
p334_077,traffic,15
p334_078,traffic,10
p334_079,traffic,5
p334_080,traffic,0
p334_081,babble,15
p334_082,babble,10
p334_083,babble,5
p334_084,babble,0
p334_085,cafeteria,15
p334_086,cafeteria,10
p334_087,cafeteria,5
p334_088,cafeteria,0
p334_089,car,15
p334_090,car,10
p334_091,car,5
p334_092,car,0
p334_093,kitchen,15
p334_094,kitchen,10
p334_095,kitchen,5
p334_096,kitchen,0
p334_097,meeting,15
p334_098,meeting,10
p334_099,meeting,5
p334_100,meeting,0
p334_101,metro,15
p334_102,metro,10
p334_103,metro,5
p334_104,metro,0
p334_105,restaurant,15
p334_106,restaurant,10
p334_107,restaurant,5
p334_108,restaurant,0
p334_109,ssn,15
p334_110,ssn,10
p334_111,ssn,5
p334_112,ssn,0
p334_113,station,15
p334_114,station,10
p334_115,station,5
p334_116,station,0
p334_117,traffic,15
p334_118,traffic,10
p334_119,traffic,5
p334_120,traffic,0
p334_121,babble,15
p334_122,babble,10
p334_123,babble,5
p334_124,babble,0
p334_125,cafeteria,15
p334_126,cafeteria,10
p334_127,cafeteria,5
p334_128,cafeteria,0
p334_129,car,15
p334_130,car,10
p334_131,car,5
p334_132,car,0
p334_133,kitchen,15
p334_134,kitchen,10
p334_135,kitchen,5
p334_136,kitchen,0
p334_137,meeting,15
p334_138,meeting,10
p334_139,meeting,5
p334_140,meeting,0
p334_141,metro,15
p334_142,metro,10
p334_143,metro,5
p334_144,metro,0
p334_145,restaurant,15
p334_146,restaurant,10
p334_147,restaurant,5
p334_148,restaurant,0
p334_149,ssn,15
p334_150,ssn,10
p334_151,ssn,5
p334_153,ssn,0
p334_154,station,15
p334_155,station,10
p334_156,station,5
p334_157,station,0
p334_158,traffic,15
p334_159,traffic,10
p334_160,traffic,5
p334_161,traffic,0
p334_162,babble,15
p334_163,babble,10
p334_164,babble,5
p334_165,babble,0
p334_166,cafeteria,15
p334_167,cafeteria,10
p334_168,cafeteria,5
p334_169,cafeteria,0
p334_170,car,15
p334_171,car,10
p334_172,car,5
p334_173,car,0
p334_174,kitchen,15
p334_175,kitchen,10
p334_176,kitchen,5
p334_177,kitchen,0
p334_178,meeting,15
p334_179,meeting,10
p334_180,meeting,5
p334_181,meeting,0
p334_182,metro,15
p334_183,metro,10
p334_184,metro,5
p334_185,metro,0
p334_186,restaurant,15
p334_187,restaurant,10
p334_188,restaurant,5
p334_189,restaurant,0
p334_190,ssn,15
p334_191,ssn,10
p334_192,ssn,5
p334_193,ssn,0
p334_194,station,15
p334_195,station,10
p334_196,station,5
p334_197,station,0
p334_198,traffic,15
p334_199,traffic,10
p334_200,traffic,5
p334_201,traffic,0
p334_202,babble,15
p334_203,babble,10
p334_204,babble,5
p334_205,babble,0
p334_206,cafeteria,15
p334_207,cafeteria,10
p334_208,cafeteria,5
p334_209,cafeteria,0
p334_210,car,15
p334_211,car,10
p334_212,car,5
p334_213,car,0
p334_214,kitchen,15
p334_215,kitchen,10
p334_216,kitchen,5
p334_217,kitchen,0
p334_218,meeting,15
p334_219,meeting,10
p334_220,meeting,5
p334_221,meeting,0
p334_222,metro,15
p334_223,metro,10
p334_224,metro,5
p334_225,metro,0
p334_226,restaurant,15
p334_227,restaurant,10
p334_228,restaurant,5
p334_229,restaurant,0
p334_230,ssn,15
p334_231,ssn,10
p334_232,ssn,5
p334_233,ssn,0
p334_234,station,15
p334_235,station,10
p334_236,station,5
p334_237,station,0
p334_238,traffic,15
p334_239,traffic,10
p334_240,traffic,5
p334_241,traffic,0
p334_242,babble,15
p334_243,babble,10
p334_244,babble,5
p334_245,babble,0
p334_246,cafeteria,15
p334_247,cafeteria,10
p334_248,cafeteria,5
p334_249,cafeteria,0
p334_250,car,15
p334_251,car,10
p334_252,car,5
p334_253,car,0
p334_254,kitchen,15
p334_255,kitchen,10
p334_256,kitchen,5
p334_257,kitchen,0
p334_258,meeting,15
p334_259,meeting,10
p334_260,meeting,5
p334_261,meeting,0
p334_262,metro,15
p334_263,metro,10
p334_264,metro,5
p334_265,metro,0
p334_266,restaurant,15
p334_267,restaurant,10
p334_268,restaurant,5
p334_269,restaurant,0
p334_270,ssn,15
p334_271,ssn,10
p334_272,ssn,5
p334_273,ssn,0
p334_274,station,15
p334_275,station,10
p334_276,station,5
p334_277,station,0
p334_278,traffic,15
p334_279,traffic,10
p334_280,traffic,5
p334_281,traffic,0
p334_282,babble,15
p334_283,babble,10
p334_284,babble,5
p334_285,babble,0
p334_286,cafeteria,15
p334_287,cafeteria,10
p334_288,cafeteria,5
p334_289,cafeteria,0
p334_290,car,15
p334_291,car,10
p334_292,car,5
p334_293,car,0
p334_294,kitchen,15
p334_295,kitchen,10
p334_296,kitchen,5
p334_297,kitchen,0
p334_298,meeting,15
p334_299,meeting,10
p334_300,meeting,5
p334_301,meeting,0
p334_302,metro,15
p334_303,metro,10
p334_304,metro,5
p334_305,metro,0
p334_306,restaurant,15
p334_307,restaurant,10
p334_308,restaurant,5
p334_309,restaurant,0
p334_310,ssn,15
p334_311,ssn,10
p334_312,ssn,5
p334_313,ssn,0
p334_314,station,15
p334_315,station,10
p334_316,station,5
p334_317,station,0
p334_318,traffic,15
p334_319,traffic,10
p334_320,traffic,5
p334_321,traffic,0
p334_322,babble,15
p334_323,babble,10
p334_324,babble,5
p334_325,babble,0
p334_326,cafeteria,15
p334_327,cafeteria,10
p334_328,cafeteria,5
p334_329,cafeteria,0
p334_330,car,15
p334_331,car,10
p334_332,car,5
p334_333,car,0
p334_334,kitchen,15
p334_335,kitchen,10
p334_336,kitchen,5
p334_337,kitchen,0
p334_338,meeting,15
p334_339,meeting,10
p334_340,meeting,5
p334_341,meeting,0
p334_342,metro,15
p334_343,metro,10
p334_344,metro,5
p334_345,metro,0
p334_346,restaurant,15
p334_347,restaurant,10
p334_348,restaurant,5
p334_349,restaurant,0
p334_350,ssn,15
p334_351,ssn,10
p334_352,ssn,5
p334_353,ssn,0
p334_354,station,15
p334_355,station,10
p334_356,station,5
p334_357,station,0
p334_358,traffic,15
p334_359,traffic,10
p334_360,traffic,5
p334_361,traffic,0
p334_362,babble,15
p334_363,babble,10
p334_364,babble,5
p334_365,babble,0
p334_366,cafeteria,15
p334_367,cafeteria,10
p334_368,cafeteria,5
p334_369,cafeteria,0
p334_370,car,15
p334_371,car,10
p334_372,car,5
p334_373,car,0
p334_374,kitchen,15
p334_375,kitchen,10
p334_376,kitchen,5
p334_377,kitchen,0
p334_378,meeting,15
p334_379,meeting,10
p334_380,meeting,5
p334_381,meeting,0
p334_382,metro,15
p334_383,metro,10
p334_384,metro,5
p334_385,metro,0
p334_386,restaurant,15
p334_387,restaurant,10
p334_388,restaurant,5
p334_389,restaurant,0
p334_390,ssn,15
p334_391,ssn,10
p334_392,ssn,5
p334_393,ssn,0
p334_394,station,15
p334_395,station,10
p334_396,station,5
p334_397,station,0
p334_398,traffic,15
p334_399,traffic,10
p334_400,traffic,5
p334_401,traffic,0
p334_402,cafeteria,10
p334_403,meeting,0
p334_404,babble,15
p334_405,kitchen,10
p334_406,restaurant,15
p334_407,babble,0
p334_408,ssn,10
p334_409,station,0
p334_410,car,15
p334_411,car,0
p334_412,traffic,5
p334_413,ssn,15
p334_414,ssn,5
p334_415,meeting,10
p334_416,babble,5
p334_417,meeting,15
p334_418,traffic,15
p334_419,restaurant,0
p334_420,station,15
p334_421,kitchen,15
p334_422,restaurant,5
p334_423,cafeteria,15
p334_424,station,10
p345_001,babble,15
p345_002,babble,10
p345_003,babble,5
p345_004,babble,0
p345_005,cafeteria,15
p345_006,cafeteria,10
p345_007,cafeteria,5
p345_008,cafeteria,0
p345_009,car,15
p345_010,car,10
p345_011,car,5
p345_012,car,0
p345_013,kitchen,15
p345_014,kitchen,10
p345_015,kitchen,5
p345_016,kitchen,0
p345_017,meeting,15
p345_018,meeting,10
p345_019,meeting,5
p345_020,meeting,0
p345_021,metro,15
p345_022,metro,10
p345_023,metro,5
p345_024,metro,0
p345_025,restaurant,15
p345_026,restaurant,10
p345_027,restaurant,5
p345_028,restaurant,0
p345_029,ssn,15
p345_030,ssn,10
p345_031,ssn,5
p345_033,ssn,0
p345_034,station,15
p345_035,station,10
p345_036,station,5
p345_037,station,0
p345_038,traffic,15
p345_039,traffic,10
p345_040,traffic,5
p345_041,traffic,0
p345_042,babble,15
p345_043,babble,10
p345_044,babble,5
p345_045,babble,0
p345_046,cafeteria,15
p345_047,cafeteria,10
p345_048,cafeteria,5
p345_049,cafeteria,0
p345_050,car,15
p345_051,car,10
p345_052,car,5
p345_053,car,0
p345_054,kitchen,15
p345_055,kitchen,10
p345_056,kitchen,5
p345_057,kitchen,0
p345_058,meeting,15
p345_059,meeting,10
p345_060,meeting,5
p345_061,meeting,0
p345_062,metro,15
p345_063,metro,10
p345_064,metro,5
p345_065,metro,0
p345_066,restaurant,15
p345_067,restaurant,10
p345_068,restaurant,5
p345_069,restaurant,0
p345_070,ssn,15
p345_071,ssn,10
p345_072,ssn,5
p345_073,ssn,0
p345_074,station,15
p345_075,station,10
p345_076,station,5
p345_077,station,0
p345_078,traffic,15
p345_079,traffic,10
p345_080,traffic,5
p345_081,traffic,0
p345_082,babble,15
p345_083,babble,10
p345_084,babble,5
p345_085,babble,0
p345_086,cafeteria,15
p345_087,cafeteria,10
p345_088,cafeteria,5
p345_089,cafeteria,0
p345_090,car,15
p345_091,car,10
p345_092,car,5
p345_093,car,0
p345_094,kitchen,15
p345_095,kitchen,10
p345_096,kitchen,5
p345_097,kitchen,0
p345_098,meeting,15
p345_099,meeting,10
p345_100,meeting,5
p345_101,meeting,0
p345_102,metro,15
p345_103,metro,10
p345_104,metro,5
p345_105,metro,0
p345_106,restaurant,15
p345_107,restaurant,10
p345_108,restaurant,5
p345_109,restaurant,0
p345_110,ssn,15
p345_111,ssn,10
p345_112,ssn,5
p345_113,ssn,0
p345_114,station,15
p345_115,station,10
p345_116,station,5
p345_117,station,0
p345_118,traffic,15
p345_119,traffic,10
p345_120,traffic,5
p345_121,traffic,0
p345_122,babble,15
p345_123,babble,10
p345_124,babble,5
p345_125,babble,0
p345_126,cafeteria,15
p345_127,cafeteria,10
p345_128,cafeteria,5
p345_129,cafeteria,0
p345_130,car,15
p345_131,car,10
p345_132,car,5
p345_133,car,0
p345_134,kitchen,15
p345_135,kitchen,10
p345_136,kitchen,5
p345_137,kitchen,0
p345_138,meeting,15
p345_139,meeting,10
p345_140,meeting,5
p345_141,meeting,0
p345_142,metro,15
p345_143,metro,10
p345_144,metro,5
p345_145,metro,0
p345_146,restaurant,15
p345_147,restaurant,10
p345_148,restaurant,5
p345_149,restaurant,0
p345_150,ssn,15
p345_151,ssn,10
p345_152,ssn,5
p345_153,ssn,0
p345_154,station,15
p345_155,station,10
p345_156,station,5
p345_157,station,0
p345_158,traffic,15
p345_159,traffic,10
p345_160,traffic,5
p345_161,traffic,0
p345_162,babble,15
p345_163,babble,10
p345_164,babble,5
p345_165,babble,0
p345_166,cafeteria,15
p345_167,cafeteria,10
p345_168,cafeteria,5
p345_169,cafeteria,0
p345_170,car,15
p345_171,car,10
p345_172,car,5
p345_173,car,0
p345_174,kitchen,15
p345_175,kitchen,10
p345_176,kitchen,5
p345_177,kitchen,0
p345_178,meeting,15
p345_180,meeting,10
p345_181,meeting,5
p345_182,meeting,0
p345_183,metro,15
p345_184,metro,10
p345_185,metro,5
p345_186,metro,0
p345_187,restaurant,15
p345_188,restaurant,10
p345_189,restaurant,5
p345_190,restaurant,0
p345_191,ssn,15
p345_192,ssn,10
p345_193,ssn,5
p345_194,ssn,0
p345_195,station,15
p345_196,station,10
p345_197,station,5
p345_198,station,0
p345_199,traffic,15
p345_200,traffic,10
p345_201,traffic,5
p345_202,traffic,0
p345_203,babble,15
p345_204,babble,10
p345_205,babble,5
p345_206,babble,0
p345_207,cafeteria,15
p345_208,cafeteria,10
p345_209,cafeteria,5
p345_210,cafeteria,0
p345_211,car,15
p345_212,car,10
p345_213,car,5
p345_214,car,0
p345_215,kitchen,15
p345_216,kitchen,10
p345_217,kitchen,5
p345_218,kitchen,0
p345_219,meeting,15
p345_220,meeting,10
p345_221,meeting,5
p345_222,meeting,0
p345_223,metro,15
p345_224,metro,10
p345_225,metro,5
p345_226,metro,0
p345_227,restaurant,15
p345_228,restaurant,10
p345_229,restaurant,5
p345_230,restaurant,0
p345_231,ssn,15
p345_232,ssn,10
p345_233,ssn,5
p345_234,ssn,0
p345_235,station,15
p345_236,station,10
p345_237,station,5
p345_238,station,0
p345_239,traffic,15
p345_240,traffic,10
p345_241,traffic,5
p345_242,traffic,0
p345_243,babble,15
p345_244,babble,10
p345_245,babble,5
p345_246,babble,0
p345_247,cafeteria,15
p345_248,cafeteria,10
p345_249,cafeteria,5
p345_250,cafeteria,0
p345_251,car,15
p345_252,car,10
p345_253,car,5
p345_254,car,0
p345_255,kitchen,15
p345_256,kitchen,10
p345_257,kitchen,5
p345_258,kitchen,0
p345_259,meeting,15
p345_260,meeting,10
p345_261,meeting,5
p345_262,meeting,0
p345_263,metro,15
p345_265,metro,10
p345_267,metro,5
p345_268,metro,0
p345_269,restaurant,15
p345_270,restaurant,10
p345_271,restaurant,5
p345_272,restaurant,0
p345_273,ssn,15
p345_274,ssn,10
p345_275,ssn,5
p345_276,ssn,0
p345_277,station,15
p345_278,station,10
p345_279,station,5
p345_280,station,0
p345_281,traffic,15
p345_282,traffic,10
p345_283,traffic,5
p345_284,traffic,0
p345_285,babble,15
p345_286,babble,10
p345_287,babble,5
p345_288,babble,0
p345_289,cafeteria,15
p345_290,cafeteria,10
p345_291,cafeteria,5
p345_293,cafeteria,0
p345_294,car,15
p345_295,car,10
p345_296,car,5
p345_297,car,0
p345_298,kitchen,15
p345_299,kitchen,10
p345_300,kitchen,5
p345_301,kitchen,0
p345_302,meeting,15
p345_303,meeting,10
p345_304,meeting,5
p345_305,meeting,0
p345_306,metro,15
p345_307,metro,10
p345_308,metro,5
p345_309,metro,0
p345_310,restaurant,15
p345_311,restaurant,10
p345_312,restaurant,5
p345_313,restaurant,0
p345_314,ssn,15
p345_315,ssn,10
p345_316,ssn,5
p345_317,ssn,0
p345_318,station,15
p345_319,station,10
p345_320,station,5
p345_322,station,0
p345_323,traffic,15
p345_324,traffic,10
p345_325,traffic,5
p345_326,traffic,0
p345_327,babble,15
p345_328,babble,10
p345_329,babble,5
p345_330,babble,0
p345_331,cafeteria,15
p345_332,cafeteria,10
p345_333,cafeteria,5
p345_334,cafeteria,0
p345_335,car,15
p345_336,car,10
p345_337,car,5
p345_338,car,0
p345_339,kitchen,15
p345_340,kitchen,10
p345_341,kitchen,5
p345_342,kitchen,0
p345_343,meeting,15
p345_344,meeting,10
p345_345,meeting,5
p345_346,meeting,0
p345_347,metro,15
p345_348,metro,10
p345_349,metro,5
p345_350,metro,0
p345_351,restaurant,15
p345_352,restaurant,10
p345_353,restaurant,5
p345_354,restaurant,0
p345_355,ssn,15
p345_356,ssn,10
p345_357,ssn,5
p345_358,ssn,0
p345_359,station,15
p345_360,station,10
p345_361,station,5
p345_362,station,0
p345_363,traffic,15
p345_364,traffic,10
p345_365,traffic,5
p345_366,traffic,0
p345_367,meeting,0
p345_368,kitchen,15
p345_369,ssn,15
p345_370,cafeteria,10
p345_371,metro,15
p345_372,restaurant,15
p345_373,restaurant,5
p345_374,meeting,5
p345_375,car,0
p345_376,station,0
p345_377,cafeteria,0
p345_378,metro,10
p345_379,station,10
p345_380,traffic,5
p345_381,babble,0
p345_382,cafeteria,15
p345_383,traffic,15
p345_384,car,10
p345_385,ssn,10
p345_386,car,5
p345_389,kitchen,0
p345_390,ssn,0
p345_391,babble,15
p345_392,station,5
p345_393,meeting,10
p345_394,cafeteria,5
p345_395,restaurant,0
p345_396,metro,5
p345_397,metro,0
p345_398,kitchen,10
p345_399,restaurant,10
p345_400,kitchen,5
p360_001,babble,15
p360_002,babble,10
p360_003,babble,5
p360_004,babble,0
p360_005,cafeteria,15
p360_006,cafeteria,10
p360_007,cafeteria,5
p360_008,cafeteria,0
p360_009,car,15
p360_010,car,10
p360_011,car,5
p360_012,car,0
p360_013,kitchen,15
p360_014,kitchen,10
p360_015,kitchen,5
p360_016,kitchen,0
p360_017,meeting,15
p360_018,meeting,10
p360_019,meeting,5
p360_020,meeting,0
p360_021,metro,15
p360_022,metro,10
p360_023,metro,5
p360_024,metro,0
p360_025,restaurant,15
p360_026,restaurant,10
p360_027,restaurant,5
p360_028,restaurant,0
p360_029,ssn,15
p360_030,ssn,10
p360_031,ssn,5
p360_032,ssn,0
p360_033,station,15
p360_034,station,10
p360_035,station,5
p360_036,station,0
p360_037,traffic,15
p360_038,traffic,10
p360_039,traffic,5
p360_040,traffic,0
p360_041,babble,15
p360_042,babble,10
p360_043,babble,5
p360_044,babble,0
p360_045,cafeteria,15
p360_046,cafeteria,10
p360_047,cafeteria,5
p360_048,cafeteria,0
p360_049,car,15
p360_050,car,10
p360_051,car,5
p360_052,car,0
p360_053,kitchen,15
p360_054,kitchen,10
p360_055,kitchen,5
p360_056,kitchen,0
p360_057,meeting,15
p360_058,meeting,10
p360_059,meeting,5
p360_060,meeting,0
p360_061,metro,15
p360_062,metro,10
p360_063,metro,5
p360_064,metro,0
p360_065,restaurant,15
p360_066,restaurant,10
p360_067,restaurant,5
p360_068,restaurant,0
p360_069,ssn,15
p360_070,ssn,10
p360_071,ssn,5
p360_072,ssn,0
p360_073,station,15
p360_074,station,10
p360_075,station,5
p360_076,station,0
p360_077,traffic,15
p360_078,traffic,10
p360_079,traffic,5
p360_080,traffic,0
p360_081,babble,15
p360_082,babble,10
p360_083,babble,5
p360_084,babble,0
p360_085,cafeteria,15
p360_086,cafeteria,10
p360_087,cafeteria,5
p360_088,cafeteria,0
p360_089,car,15
p360_090,car,10
p360_091,car,5
p360_092,car,0
p360_093,kitchen,15
p360_094,kitchen,10
p360_095,kitchen,5
p360_096,kitchen,0
p360_097,meeting,15
p360_098,meeting,10
p360_099,meeting,5
p360_101,meeting,0
p360_102,metro,15
p360_103,metro,10
p360_104,metro,5
p360_105,metro,0
p360_106,restaurant,15
p360_107,restaurant,10
p360_108,restaurant,5
p360_109,restaurant,0
p360_110,ssn,15
p360_111,ssn,10
p360_112,ssn,5
p360_113,ssn,0
p360_114,station,15
p360_115,station,10
p360_116,station,5
p360_117,station,0
p360_118,traffic,15
p360_119,traffic,10
p360_120,traffic,5
p360_121,traffic,0
p360_122,babble,15
p360_123,babble,10
p360_124,babble,5
p360_125,babble,0
p360_126,cafeteria,15
p360_127,cafeteria,10
p360_128,cafeteria,5
p360_129,cafeteria,0
p360_130,car,15
p360_131,car,10
p360_132,car,5
p360_133,car,0
p360_134,kitchen,15
p360_135,kitchen,10
p360_136,kitchen,5
p360_137,kitchen,0
p360_138,meeting,15
p360_139,meeting,10
p360_140,meeting,5
p360_141,meeting,0
p360_142,metro,15
p360_143,metro,10
p360_144,metro,5
p360_145,metro,0
p360_146,restaurant,15
p360_147,restaurant,10
p360_148,restaurant,5
p360_149,restaurant,0
p360_150,ssn,15
p360_151,ssn,10
p360_152,ssn,5
p360_153,ssn,0
p360_154,station,15
p360_155,station,10
p360_156,station,5
p360_157,station,0
p360_158,traffic,15
p360_159,traffic,10
p360_160,traffic,5
p360_161,traffic,0
p360_162,babble,15
p360_163,babble,10
p360_164,babble,5
p360_165,babble,0
p360_166,cafeteria,15
p360_167,cafeteria,10
p360_168,cafeteria,5
p360_169,cafeteria,0
p360_170,car,15
p360_171,car,10
p360_172,car,5
p360_173,car,0
p360_174,kitchen,15
p360_175,kitchen,10
p360_176,kitchen,5
p360_177,kitchen,0
p360_178,meeting,15
p360_179,meeting,10
p360_180,meeting,5
p360_181,meeting,0
p360_182,metro,15
p360_183,metro,10
p360_184,metro,5
p360_185,metro,0
p360_186,restaurant,15
p360_187,restaurant,10
p360_188,restaurant,5
p360_189,restaurant,0
p360_190,ssn,15
p360_191,ssn,10
p360_192,ssn,5
p360_193,ssn,0
p360_194,station,15
p360_195,station,10
p360_196,station,5
p360_197,station,0
p360_198,traffic,15
p360_199,traffic,10
p360_200,traffic,5
p360_201,traffic,0
p360_202,babble,15
p360_203,babble,10
p360_204,babble,5
p360_205,babble,0
p360_206,cafeteria,15
p360_207,cafeteria,10
p360_208,cafeteria,5
p360_209,cafeteria,0
p360_210,car,15
p360_211,car,10
p360_212,car,5
p360_213,car,0
p360_214,kitchen,15
p360_215,kitchen,10
p360_216,kitchen,5
p360_217,kitchen,0
p360_218,meeting,15
p360_219,meeting,10
p360_220,meeting,5
p360_221,meeting,0
p360_222,metro,15
p360_223,metro,10
p360_224,metro,5
p360_225,metro,0
p360_226,restaurant,15
p360_227,restaurant,10
p360_228,restaurant,5
p360_229,restaurant,0
p360_230,ssn,15
p360_231,ssn,10
p360_232,ssn,5
p360_233,ssn,0
p360_234,station,15
p360_235,station,10
p360_236,station,5
p360_237,station,0
p360_238,traffic,15
p360_239,traffic,10
p360_240,traffic,5
p360_241,traffic,0
p360_242,babble,15
p360_243,babble,10
p360_244,babble,5
p360_245,babble,0
p360_246,cafeteria,15
p360_247,cafeteria,10
p360_248,cafeteria,5
p360_249,cafeteria,0
p360_250,car,15
p360_251,car,10
p360_252,car,5
p360_253,car,0
p360_254,kitchen,15
p360_255,kitchen,10
p360_256,kitchen,5
p360_257,kitchen,0
p360_258,meeting,15
p360_259,meeting,10
p360_260,meeting,5
p360_261,meeting,0
p360_262,metro,15
p360_263,metro,10
p360_264,metro,5
p360_265,metro,0
p360_266,restaurant,15
p360_267,restaurant,10
p360_268,restaurant,5
p360_269,restaurant,0
p360_270,ssn,15
p360_271,ssn,10
p360_272,ssn,5
p360_273,ssn,0
p360_274,station,15
p360_275,station,10
p360_276,station,5
p360_277,station,0
p360_278,traffic,15
p360_279,traffic,10
p360_280,traffic,5
p360_281,traffic,0
p360_282,babble,15
p360_283,babble,10
p360_284,babble,5
p360_285,babble,0
p360_286,cafeteria,15
p360_287,cafeteria,10
p360_288,cafeteria,5
p360_289,cafeteria,0
p360_290,car,15
p360_291,car,10
p360_292,car,5
p360_293,car,0
p360_294,kitchen,15
p360_295,kitchen,10
p360_296,kitchen,5
p360_297,kitchen,0
p360_298,meeting,15
p360_299,meeting,10
p360_300,meeting,5
p360_301,meeting,0
p360_302,metro,15
p360_303,metro,10
p360_304,metro,5
p360_305,metro,0
p360_306,restaurant,15
p360_307,restaurant,10
p360_308,restaurant,5
p360_309,restaurant,0
p360_310,ssn,15
p360_311,ssn,10
p360_312,ssn,5
p360_313,ssn,0
p360_314,station,15
p360_315,station,10
p360_316,station,5
p360_317,station,0
p360_318,traffic,15
p360_319,traffic,10
p360_320,traffic,5
p360_321,traffic,0
p360_322,babble,15
p360_323,babble,10
p360_324,babble,5
p360_325,babble,0
p360_326,cafeteria,15
p360_327,cafeteria,10
p360_328,cafeteria,5
p360_329,cafeteria,0
p360_330,car,15
p360_331,car,10
p360_332,car,5
p360_333,car,0
p360_334,kitchen,15
p360_335,kitchen,10
p360_336,kitchen,5
p360_337,kitchen,0
p360_338,meeting,15
p360_339,meeting,10
p360_340,meeting,5
p360_341,meeting,0
p360_342,metro,15
p360_343,metro,10
p360_344,metro,5
p360_345,metro,0
p360_346,restaurant,15
p360_347,restaurant,10
p360_348,restaurant,5
p360_349,restaurant,0
p360_350,ssn,15
p360_351,ssn,10
p360_352,ssn,5
p360_353,ssn,0
p360_354,station,15
p360_355,station,10
p360_356,station,5
p360_357,station,0
p360_358,traffic,15
p360_359,traffic,10
p360_360,traffic,5
p360_361,traffic,0
p360_362,babble,15
p360_363,babble,10
p360_364,babble,5
p360_365,babble,0
p360_366,cafeteria,15
p360_367,cafeteria,10
p360_368,cafeteria,5
p360_369,cafeteria,0
p360_370,car,15
p360_371,car,10
p360_372,car,5
p360_373,car,0
p360_374,kitchen,15
p360_375,kitchen,10
p360_376,kitchen,5
p360_377,kitchen,0
p360_378,meeting,15
p360_379,meeting,10
p360_380,meeting,5
p360_381,meeting,0
p360_382,metro,15
p360_383,metro,10
p360_384,metro,5
p360_385,metro,0
p360_386,restaurant,15
p360_387,restaurant,10
p360_388,restaurant,5
p360_389,restaurant,0
p360_390,ssn,15
p360_391,ssn,10
p360_392,ssn,5
p360_393,ssn,0
p360_394,station,15
p360_395,station,10
p360_396,station,5
p360_397,station,0
p360_398,traffic,15
p360_399,traffic,10
p360_400,traffic,5
p360_401,traffic,0
p360_402,cafeteria,0
p360_403,restaurant,10
p360_404,cafeteria,15
p360_405,ssn,10
p360_406,kitchen,5
p360_407,station,5
p360_408,restaurant,5
p360_409,kitchen,15
p360_410,ssn,15
p360_411,kitchen,10
p360_412,car,10
p360_413,traffic,5
p360_414,metro,0
p360_415,meeting,5
p360_416,traffic,15
p360_417,babble,0
p360_418,cafeteria,10
p360_419,babble,10
p360_420,cafeteria,5
p360_421,metro,15
p360_422,restaurant,15
p360_423,babble,15
p360_424,car,15
p326_001,babble,15
p326_002,babble,10
p326_003,babble,5
p326_004,babble,0
p326_005,cafeteria,15
p326_006,cafeteria,10
p326_007,cafeteria,5
p326_008,cafeteria,0
p326_009,car,15
p326_010,car,10
p326_011,car,5
p326_012,car,0
p326_013,kitchen,15
p326_014,kitchen,10
p326_015,kitchen,5
p326_016,kitchen,0
p326_017,meeting,15
p326_018,meeting,10
p326_019,meeting,5
p326_020,meeting,0
p326_021,metro,15
p326_022,metro,10
p326_023,metro,5
p326_024,metro,0
p326_025,restaurant,15
p326_026,restaurant,10
p326_027,restaurant,5
p326_028,restaurant,0
p326_029,ssn,15
p326_030,ssn,10
p326_031,ssn,5
p326_032,ssn,0
p326_033,station,15
p326_034,station,10
p326_035,station,5
p326_036,station,0
p326_037,traffic,15
p326_038,traffic,10
p326_039,traffic,5
p326_040,traffic,0
p326_041,babble,15
p326_042,babble,10
p326_043,babble,5
p326_044,babble,0
p326_045,cafeteria,15
p326_046,cafeteria,10
p326_047,cafeteria,5
p326_048,cafeteria,0
p326_049,car,15
p326_050,car,10
p326_051,car,5
p326_052,car,0
p326_053,kitchen,15
p326_054,kitchen,10
p326_055,kitchen,5
p326_056,kitchen,0
p326_057,meeting,15
p326_058,meeting,10
p326_059,meeting,5
p326_060,meeting,0
p326_061,metro,15
p326_062,metro,10
p326_063,metro,5
p326_064,metro,0
p326_065,restaurant,15
p326_066,restaurant,10
p326_067,restaurant,5
p326_068,restaurant,0
p326_069,ssn,15
p326_070,ssn,10
p326_071,ssn,5
p326_072,ssn,0
p326_073,station,15
p326_074,station,10
p326_075,station,5
p326_076,station,0
p326_077,traffic,15
p326_078,traffic,10
p326_079,traffic,5
p326_080,traffic,0
p326_081,babble,15
p326_082,babble,10
p326_083,babble,5
p326_084,babble,0
p326_085,cafeteria,15
p326_086,cafeteria,10
p326_087,cafeteria,5
